id;sentence;type;subject;direction;object;issue;alt_issue;source;prompttype;match_det;match_dir;match_sub;match_ob;match_issue;match_whole;issue_problems;cs_id
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-issue;Experts or scientists (unaffiliated;support;NA;promoting green technology;NA;true;shortened;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-actor;Experts or scientists (unaffiliated;opposition;Tories;NA;NA;true;shortened;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-actor;Conservative party (Tories);support;Reform UK;"reaching carbon neutrality /""net Zero""";NA;true;shortened;;;;;;;;
50;The Earth can no longer sustain the development model based on the intensive use of fossil fuels that has prevailed for the last 200 years.”;NA;NA;NA;NA;NA;NA;llm;baseline;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-issue;Reform UK;opposition;NA;"reaching carbon neutrality / ""net zero""";NA;true;fewshot;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-issue;Experts or scientists (unaffiliated;support;NA;support renewable energy developement;NA;true;fewshot;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-issue;Experts or scientists (unaffiliated;support;NA;promoting green technology;NA;true;fewshot;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-actor;Experts or scientists (unaffiliated;opposition;Tories;NA;NA;true;fewshot;;;;;;;;
77;"Stern told The Times his message to the Tories, who have joined Reform UK in calling to scrap Britain's 2050 net zero target, was that renewables and green technology were ""your growth story"".";actor-actor;Conservative party (Tories);support;Reform UK;"reaching carbon neutrality /""net Zero""";NA;true;fewshot;;;;;;;;
50;The Earth can no longer sustain the development model based on the intensive use of fossil fuels that has prevailed for the last 200 years.”;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
50;The Earth can no longer sustain the development model based on the intensive use of fossil fuels that has prevailed for the last 200 years.”;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
78;The number of solar panels installed in Britain this year has reached a record level, largely thanks to new housing developments;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
51;In a sign of internal government concerns over the possible market reaction, Labour has organised a series of pre-budget “economic insight sessions” for Labour MPs with economists and former ministers in recent weeks.;actor_issue;Labour;support;NA;possible market reaction;NA;llm;baseline;;;;;;;;
78;The number of solar panels installed in Britain this year has reached a record level, largely thanks to new housing developments;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
51;In a sign of internal government concerns over the possible market reaction, Labour has organised a series of pre-budget “economic insight sessions” for Labour MPs with economists and former ministers in recent weeks.;actor_issue;Labour;ambivalent;NA;budgetary policy;NA;llm;shortened;;;;;;;;
78;The number of solar panels installed in Britain this year has reached a record level, largely thanks to new housing developments;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
51;In a sign of internal government concerns over the possible market reaction, Labour has organised a series of pre-budget “economic insight sessions” for Labour MPs with economists and former ministers in recent weeks.;actor-actor;Labour;support;Labour MPs;possible market reaction;NA;llm;fewshot;;;;;;;;
79;"Unveiling Britain's revamped energy strategy in 2022, Boris Johnson declared: ""We're going to produce vastly more hydrogen, which is easy to store, ready to go whenever we need it, and is a low-carbon superfuel of the future.""";actor-issue;Conservative party (Tories);support;NA;support for hydrogen-based energy;NA;true;baseline;;;;;;;;
56;He urged world leaders to find funds to support vulnerable nations, saying climate finance was their main hope now that governments were cutting overseas development aid.;actor-actor;Kenya Deputy President Kithure Kindiki;support;world leaders;climate finance;NA;llm;baseline;;;;;;;;
79;"Unveiling Britain's revamped energy strategy in 2022, Boris Johnson declared: ""We're going to produce vastly more hydrogen, which is easy to store, ready to go whenever we need it, and is a low-carbon superfuel of the future.""";actor-issue;Conservative party (Tories);support;NA;support for hydrogen-based energy;NA;true;shortened;;;;;;;;
56;He urged world leaders to find funds to support vulnerable nations, saying climate finance was their main hope now that governments were cutting overseas development aid.;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
79;"Unveiling Britain's revamped energy strategy in 2022, Boris Johnson declared: ""We're going to produce vastly more hydrogen, which is easy to store, ready to go whenever we need it, and is a low-carbon superfuel of the future.""";actor-issue;Conservative party (Tories);support;NA;support for hydrogen-based energy;NA;true;fewshot;;;;;;;;
56;He urged world leaders to find funds to support vulnerable nations, saying climate finance was their main hope now that governments were cutting overseas development aid.;actor-actor;Kenyan deputy president;support;world leaders;climate finance;NA;llm;fewshot;;;;;;;;
80;It is the mother who has to walk 10km to get water;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
58;"Labour's Green Prosperity Plan (will) create 650,000 good jobs, cut bills by £300 on average and deliver real energy security,"" the party stated.";actor_issue;Labour Party;support;NA;energy security;NA;llm;shortened;1;1;1;1;1;1;;
80;It is the mother who has to walk 10km to get water;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
58;"Labour's Green Prosperity Plan (will) create 650,000 good jobs, cut bills by £300 on average and deliver real energy security,"" the party stated.";actor_issue;Labour Party;support;NA;Green Prosperity Plan;NA;llm;fewshot;1;1;1;1;0;0;1;
80;It is the mother who has to walk 10km to get water;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
59;He also pointed out the positive story of the green energy revolution in Africa, noting that Kenya already gets 93% of its electricity from clean energy and was a vital source of critical minerals needed for wind turbines, solar panels and batteries;actor_issue;He;support;NA;supporting renewable energy development;NA;llm;baseline;;;;;;;;
81;"Clearly energy companies will need to communicate to their customers about what is happening to their bills in April, but exactly how we do that is quite complicated.""";NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
59;He also pointed out the positive story of the green energy revolution in Africa, noting that Kenya already gets 93% of its electricity from clean energy and was a vital source of critical minerals needed for wind turbines, solar panels and batteries;actor_issue;UK Government;support;NA;clean energy transition;NA;llm;shortened;;;;;;;;
81;"Clearly energy companies will need to communicate to their customers about what is happening to their bills in April, but exactly how we do that is quite complicated.""";NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
59;He also pointed out the positive story of the green energy revolution in Africa, noting that Kenya already gets 93% of its electricity from clean energy and was a vital source of critical minerals needed for wind turbines, solar panels and batteries;actor-actor;He;support;Kenya;green energy revolution in Africa;NA;llm;fewshot;;;;;;;;
81;"Clearly energy companies will need to communicate to their customers about what is happening to their bills in April, but exactly how we do that is quite complicated.""";NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
62;Today that target looks dead in the water, amid slow progress and setbacks that culminated this month in BP scrapping Britain's biggest clean hydrogen project;NA;NA;NA;NA;NA;NA;llm;baseline;0;99;99;99;99;99;;
82;Last year, the National Audit Office warned of fraud and poor quality in some of the work undertaken under the scheme.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
62;Today that target looks dead in the water, amid slow progress and setbacks that culminated this month in BP scrapping Britain's biggest clean hydrogen project;NA;NA;NA;NA;NA;NA;llm;shortened;0;99;99;99;99;99;;
82;Last year, the National Audit Office warned of fraud and poor quality in some of the work undertaken under the scheme.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
63;Hundreds of thousands of homeowners will lose their right to subsidies for eco-friendly heat pumps as a result of government plans to bring down energy bills at the budget.;NA;NA;NA;NA;NA;NA;llm;shortened;0;0;0;0;0;0;;
82;Last year, the National Audit Office warned of fraud and poor quality in some of the work undertaken under the scheme.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
64;"She said countries were shifting to clean energy faster than implied by their climate targets, some of which she said had been less ambitious than planned because of ""the bullying we see from Washington""";actor_issue;Christiana Figueres;support;NA;shifting to clean energy;NA;llm;baseline;;;;;;;;
83;This is because, despite the plan to move away from gas for home heating, the network needs billions of pounds of investment to remain reliable and safe during this transition period.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
64;"She said countries were shifting to clean energy faster than implied by their climate targets, some of which she said had been less ambitious than planned because of ""the bullying we see from Washington""";actor-actor;Figueres;opposition;Washington;climate targets;NA;llm;shortened;;;;;;;;
83;This is because, despite the plan to move away from gas for home heating, the network needs billions of pounds of investment to remain reliable and safe during this transition period.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
64;"She said countries were shifting to clean energy faster than implied by their climate targets, some of which she said had been less ambitious than planned because of ""the bullying we see from Washington""";actor_issue;United Nations;support;NA;clean energy transition;NA;llm;fewshot;;;;;;;;
83;This is because, despite the plan to move away from gas for home heating, the network needs billions of pounds of investment to remain reliable and safe during this transition period.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
64;"She said countries were shifting to clean energy faster than implied by their climate targets, some of which she said had been less ambitious than planned because of ""the bullying we see from Washington""";actor-actor;United Nations;opposition;United States;bullying;NA;llm;fewshot;;;;;;;;
84;Tackling the climate emergency is the key issue that could turn the tide against hard-right populists across the world, the UK’s energy secretary has said.;actor-issue;Labour Party (UK);support;NA;fighting climate change;NA;true;baseline;;;;;;;;
84;Tackling the climate emergency is the key issue that could turn the tide against hard-right populists across the world, the UK’s energy secretary has said.;actor-issue;Labour Party (UK);support;NA;fighting climate change;NA;true;shortened;;;;;;;;
84;Tackling the climate emergency is the key issue that could turn the tide against hard-right populists across the world, the UK’s energy secretary has said.;actor-issue;Labour Party (UK);support;NA;fighting climate change;NA;true;fewshot;;;;;;;;
65;Almost 250,000 rooftop solar installations were carried out, meaning 1.6 million homes - or about 1 in 20 households - now have the technology.;NA;NA;NA;NA;NA;NA;llm;baseline;;;;;;;;
85;"""It matters precisely because of the cost of living, because if we are going to create good jobs for the future, this is the biggest potential opportunity we have,"" he said.";actor-issue;Labour;support;NA;promoting green jobs;NA;true;baseline;;;;;;;;
65;Almost 250,000 rooftop solar installations were carried out, meaning 1.6 million homes - or about 1 in 20 households - now have the technology.;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
85;"It matters precisely because of the cost of living, because if we are going to create good jobs for the future, this is the biggest potential opportunity we have,"" he said.";actor-issue;Labour;support;NA;promoting green jobs;NA;true;shortened;;;;;;;;
65;Almost 250,000 rooftop solar installations were carried out, meaning 1.6 million homes - or about 1 in 20 households - now have the technology.;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
85;"It matters precisely because of the cost of living, because if we are going to create good jobs for the future, this is the biggest potential opportunity we have,"" he said.";actor-issue;Labour;support;NA;promoting green jobs;NA;true;fewshot;;;;;;;;
67;The Cop30 negotiations will carry on for two weeks, discussing how to “transition away from fossil fuels”, protect global forests and raise the money needed to rescue poor countries from catastrophe;NA;;NA;NA;NA;NA;llm;baseline;;;;;;;;
86;"Claire Coutinho, the Conservative shadow energy secretary, said: ""There are 29 million families who were promised that Labour would cut their bills by £300, but ... this plan will benefit very few of those families""";NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
67;The Cop30 negotiations will carry on for two weeks, discussing how to “transition away from fossil fuels”, protect global forests and raise the money needed to rescue poor countries from catastrophe;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
67;The Cop30 negotiations will carry on for two weeks, discussing how to “transition away from fossil fuels”, protect global forests and raise the money needed to rescue poor countries from catastrophe;actor_issue;COP30 negotiations;ambivalent;NA;transition away from fossil fuels, protection of global forests, and climate?finance for poor countries;NA;llm;fewshot;;;;;;;;
70;Key to success for the meeting will be plotting a future course towards holding down global temperatures as far as possible;NA;NA;NA;NA;NA;NA;llm;baseline;;;;;;;;
70;Key to success for the meeting will be plotting a future course towards holding down global temperatures as far as possible;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
86;"Claire Coutinho, the Conservative shadow energy secretary, said: ""There are 29 million families who were promised that Labour would cut their bills by £300, but ... this plan will benefit very few of those families""";NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
70;Key to success for the meeting will be plotting a future course towards holding down global temperatures as far as possible;actor-actor;COP30;support;NA;holding down global temperatures;NA;llm;fewshot;;;;;;;;
86;"Claire Coutinho, the Conservative shadow energy secretary, said: ""There are 29 million families who were promised that Labour would cut their bills by £300, but ... this plan will benefit very few of those families""";NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
73;Current national plans on emissions cuts from big countries would lead to temperature rises of 2.5C above preindustrial levels, which would spell devastation and extreme weather around the world;actor_issue;big countries' governments;opposition;NA;temperature rises of 2.5C above preindustrial levels;NA;llm;baseline;;;;;;;;
87;Gas bills are also expected to rise.. so is it all bad news?;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
73;Current national plans on emissions cuts from big countries would lead to temperature rises of 2.5C above preindustrial levels, which would spell devastation and extreme weather around the world;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
87;Gas bills are also expected to rise.. so is it all bad news?;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
73;Current national plans on emissions cuts from big countries would lead to temperature rises of 2.5C above preindustrial levels, which would spell devastation and extreme weather around the world;actor-actor;big countries;opposition;NA;temperature rise of 2.5°C above pre?industrial levels leading to devastation and extreme weather (climate change);NA;llm;fewshot;;;;;;;;
87;Gas bills are also expected to rise.. so is it all bad news?;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
78;The number of solar panels installed in Britain this year has reached a record level, largely thanks to new housing developments;actor_issue;new housing developments;support;NA;record level of solar panel installations;NA;llm;baseline;;;;;;;;
88;Your electricity bill in 2030 Wholesale Network New levies Generation subsidies Miscellaneous Now £7 £324 £207 £186 £241 £966 2030 £38 £269 £342 £158 £237 £1,045 Based on 3,100 kWh annual usage;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
78;The number of solar panels installed in Britain this year has reached a record level, largely thanks to new housing developments;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
88;Your electricity bill in 2030 Wholesale Network New levies Generation subsidies Miscellaneous Now £7 £324 £207 £186 £241 £966 2030 £38 £269 £342 £158 £237 £1,045 Based on 3,100 kWh annual usage;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
78;The number of solar panels installed in Britain this year has reached a record level, largely thanks to new housing developments;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
88;Your electricity bill in 2030 Wholesale Network New levies Generation subsidies Miscellaneous Now £7 £324 £207 £186 £241 £966 2030 £38 £269 £342 £158 £237 £1,045 Based on 3,100 kWh annual usage;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
80;It is the mother who has to walk 10km to get water;NA;NA;NA;NA;NA;NA;llm;baseline;;;;;;;;
89;"Reform UK said that Labour's manifesto pledge to reduce energy bills lay ""in tatters"", adding that the new proposal ""drives the final nail into that broken promise"".";actor-actor;Reform UK;opposition;Labour;lowering energy costs;NA;true;baseline;;;;;;;;
80;It is the mother who has to walk 10km to get water;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
89;"Reform UK said that Labour's manifesto pledge to reduce energy bills lay ""in tatters"", adding that the new proposal ""drives the final nail into that broken promise"".";actor-actor;Reform UK;opposition;Labour;lowering energy costs;NA;true;shortened;;;;;;;;
80;It is the mother who has to walk 10km to get water;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
89;"Reform UK said that Labour's manifesto pledge to reduce energy bills lay ""in tatters"", adding that the new proposal ""drives the final nail into that broken promise"".";actor-actor;Reform UK;opposition;Labour;lowering energy costs;NA;true;fewshot;;;;;;;;
81;"Clearly energy companies will need to communicate to their customers about what is happening to their bills in April, but exactly how we do that is quite complicated.""";actor_issue;energy companies;NA;NA;lowering energy costs;NA;llm;baseline;;;;;;;;
81;"Clearly energy companies will need to communicate to their customers about what is happening to their bills in April, but exactly how we do that is quite complicated.""";NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
90;"""I think it's probably fair to say that 10 gigawatts by 2030 is undeliverable,"" says Clare Jackson, chief executive of Hydrogen UK, a trade body.";actor-issue;Hydrogen UK;opposition;NA;increasing hydrogen energy use;NA;true;baseline;;;;;;;;
81;"Clearly energy companies will need to communicate to their customers about what is happening to their bills in April, but exactly how we do that is quite complicated.""";NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
90;"""I think it's probably fair to say that 10 gigawatts by 2030 is undeliverable,"" says Clare Jackson, chief executive of Hydrogen UK, a trade body.";actor-issue;Hydrogen UK;opposition;NA;increasing hydrogen energy use;NA;true;shortened;;;;;;;;
82;Last year, the National Audit Office warned of fraud and poor quality in some of the work undertaken under the scheme.;actor_issue;National Audit Office;opposition;NA;fraud and poor quality in some of the work undertaken under the scheme;NA;llm;baseline;;;;;;;;
90;"""I think it's probably fair to say that 10 gigawatts by 2030 is undeliverable,"" says Clare Jackson, chief executive of Hydrogen UK, a trade body.";actor-issue;Hydrogen UK;opposition;NA;increasing hydrogen energy use;NA;true;fewshot;;;;;;;;
82;Last year, the National Audit Office warned of fraud and poor quality in some of the work undertaken under the scheme.;actor_issue;National Audit Office;opposition;NA;fraud and poor quality in energy efficiency scheme;NA;llm;shortened;;;;;;;;
91;"The company said this was likely to indicate ""incorrect installation or maintenance"".";NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
82;Last year, the National Audit Office warned of fraud and poor quality in some of the work undertaken under the scheme.;actor_issue;National Audit Office;opposition;NA;fraud and poor quality in the energy efficiency scheme;NA;llm;fewshot;;;;;;;;
91;"The company said this was likely to indicate ""incorrect installation or maintenance"".";NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
83;This is because, despite the plan to move away from gas for home heating, the network needs billions of pounds of investment to remain reliable and safe during this transition period.;actor_issue;the network;support;NA;investment in transmission network;NA;llm;baseline;;;;;;;;
91;"The company said this was likely to indicate ""incorrect installation or maintenance"".";NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
83;This is because, despite the plan to move away from gas for home heating, the network needs billions of pounds of investment to remain reliable and safe during this transition period.;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
92;The government is offering subsidies to selected hydrogen developers to help bridge the gap between their costs and the price customers are willing to pay;actor-issue;Labour Party (UK);support;NA;support for hydrogen-based energy;subsidies for renewable energy;true;baseline;;;;;;;;
83;This is because, despite the plan to move away from gas for home heating, the network needs billions of pounds of investment to remain reliable and safe during this transition period.;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
92;The government is offering subsidies to selected hydrogen developers to help bridge the gap between their costs and the price customers are willing to pay;actor-issue;Labour Party (UK);support;NA;support for hydrogen-based energy;subsidies for renewable energy;true;shortened;;;;;;;;
87;Gas bills are also expected to rise.. so is it all bad news?;NA;NA;NA;NA;NA;NA;llm;baseline;;;;;;;;
92;The government is offering subsidies to selected hydrogen developers to help bridge the gap between their costs and the price customers are willing to pay;actor-issue;Labour Party (UK);support;NA;support for hydrogen-based energy;subsidies for renewable energy;true;fewshot;;;;;;;;
87;Gas bills are also expected to rise.. so is it all bad news?;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
93;Sam Alvis, the head of energy and environment at the Institute of Public Policy Research thinktank, said: “The urge to get bills down is the right one, everything should be on the table.”;actor-issue;Institute of Public Policy Research;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
87;Gas bills are also expected to rise.. so is it all bad news?;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
93;Sam Alvis, the head of energy and environment at the Institute of Public Policy Research thinktank, said: “The urge to get bills down is the right one, everything should be on the table.”;actor-issue;Institute of Public Policy Research;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
88;Your electricity bill in 2030 Wholesale Network New levies Generation subsidies Miscellaneous Now £7 £324 £207 £186 £241 £966 2030 £38 £269 £342 £158 £237 £1,045 Based on 3,100 kWh annual usage;NA;;NA;NA;NA;NA;llm;baseline;;;;;;;;
93;Sam Alvis, the head of energy and environment at the Institute of Public Policy Research thinktank, said: “The urge to get bills down is the right one, everything should be on the table.”;actor-issue;Institute of Public Policy Research;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
88;Your electricity bill in 2030 Wholesale Network New levies Generation subsidies Miscellaneous Now £7 £324 £207 £186 £241 £966 2030 £38 £269 £342 £158 £237 £1,045 Based on 3,100 kWh annual usage;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
94;has been shelved by all but the most faithful;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
88;Your electricity bill in 2030 Wholesale Network New levies Generation subsidies Miscellaneous Now £7 £324 £207 £186 £241 £966 2030 £38 £269 £342 £158 £237 £1,045 Based on 3,100 kWh annual usage;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
94;has been shelved by all but the most faithful;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
91;"The company said this was likely to indicate ""incorrect installation or maintenance"".";actor_issue;QBE;opposition;NA;incorrect installation or maintenance;NA;llm;baseline;;;;;;;;
94;has been shelved by all but the most faithful;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
91;"The company said this was likely to indicate ""incorrect installation or maintenance"".";actor_issue;QBE;ambivalent;NA;incorrect installation or maintenance of solar panels;NA;llm;shortened;;;;;;;;
95;The chancellor added the economic challenges facing the UK – including global tariffs, sticky inflation, volatile supply chains and defence spending – had got worse since last year’s financial statement.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
91;"The company said this was likely to indicate ""incorrect installation or maintenance"".";actor_issue;QBE;ambivalent;NA;incorrect installation or maintenance of solar panels;NA;llm;fewshot;;;;;;;;
95;The chancellor added the economic challenges facing the UK – including global tariffs, sticky inflation, volatile supply chains and defence spending – had got worse since last year’s financial statement.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
94;has been shelved by all but the most faithful;actor_issue;political parties;opposition;NA;producing enough hydrogen to use it for home heating;NA;llm;baseline;;;;;;;;
95;The chancellor added the economic challenges facing the UK – including global tariffs, sticky inflation, volatile supply chains and defence spending – had got worse since last year’s financial statement.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
94;has been shelved by all but the most faithful;actor_issue;Government;opposition;NA;hydrogen for home heating;NA;llm;shortened;;;;;;;;
96;Keir Starmer is understood to be particularly worried about the impact of an expected £100 rise in energy bills next spring, and wants to do enough to eliminate that and bring down costs even further.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
94;has been shelved by all but the most faithful;actor-actor;political parties;opposition;hydrogen heating plan;hydrogen for home heating;NA;llm;fewshot;;;;;;;;
96;Keir Starmer is understood to be particularly worried about the impact of an expected £100 rise in energy bills next spring, and wants to do enough to eliminate that and bring down costs even further.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
95;The chancellor added the economic challenges facing the UK – including global tariffs, sticky inflation, volatile supply chains and defence spending – had got worse since last year’s financial statement.;actor_issue;HM Treasury;opposition;NA;economic challenges facing the UK – including global tariffs, sticky inflation, volatile supply chains and defence spending;NA;llm;baseline;;;;;;;;
96;Keir Starmer is understood to be particularly worried about the impact of an expected £100 rise in energy bills next spring, and wants to do enough to eliminate that and bring down costs even further.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
95;The chancellor added the economic challenges facing the UK – including global tariffs, sticky inflation, volatile supply chains and defence spending – had got worse since last year’s financial statement.;actor_issue;Labour Party;ambivalent;NA;economic challenges;NA;llm;shortened;;;;;;;;
95;The chancellor added the economic challenges facing the UK – including global tariffs, sticky inflation, volatile supply chains and defence spending – had got worse since last year’s financial statement.;actor_issue;Conservative Party;ambivalent;NA;economic challenges facing the UK (global tariffs, sticky inflation, volatile supply chains, defence spending);NA;llm;fewshot;;;;;;;;
